time,sensor_scenario,compartment/leaf_temperature,compartment/air_temperature,deltaT_raw
2024-09-06 18:30:00,noise_5,,22.76473533096299,
2024-09-06 18:40:00,noise_5,,22.594048799554542,
2024-09-06 18:50:00,noise_5,,22.717898819136735,
2024-09-06 19:00:00,noise_5,,22.543940808693474,
2024-09-06 19:10:00,noise_5,,22.477456556215156,
2024-09-06 19:20:00,noise_5,,22.567625686368835,
2024-09-06 19:30:00,noise_5,,22.093457876153725,
2024-09-06 19:40:00,noise_5,,21.506927197489624,
2024-09-06 19:50:00,noise_5,,20.815934138442216,
2024-09-06 20:00:00,noise_5,,21.311685772461974,
2024-09-06 20:10:00,noise_5,,21.52632824556666,
2024-09-06 20:20:00,noise_5,,21.16913947941531,
2024-09-06 20:30:00,noise_5,,21.068836975375927,
2024-09-06 20:40:00,noise_5,,20.635181765988932,
2024-09-06 20:50:00,noise_5,,20.853231547248157,
2024-09-06 21:00:00,noise_5,,20.613160688416063,
2024-09-06 21:10:00,noise_5,,20.55871240072869,
2024-09-06 21:20:00,noise_5,,20.9783883706801,
2024-09-06 21:30:00,noise_5,,21.155450528457365,
2024-09-06 21:40:00,noise_5,,21.06334877398512,
2024-09-06 21:50:00,noise_5,,20.854188432810776,
2024-09-06 22:00:00,noise_5,,20.730818005473402,
2024-09-06 22:10:00,noise_5,,20.528161967310115,
2024-09-06 22:20:00,noise_5,,20.757509680515536,
2024-09-06 22:30:00,noise_5,,20.941251540284274,
2024-09-06 22:40:00,noise_5,,20.640981648280626,
2024-09-06 22:50:00,noise_5,,20.522718778801735,
2024-09-06 23:00:00,noise_5,,20.212701968015747,
2024-09-06 23:10:00,noise_5,,19.659497680455438,
2024-09-06 23:20:00,noise_5,,19.559711586605477,
2024-09-06 23:30:00,noise_5,,19.410235569303495,
2024-09-06 23:40:00,noise_5,,19.42239905650227,
2024-09-06 23:50:00,noise_5,,20.21813858133737,
2024-09-07 00:00:00,noise_5,,20.411448612148114,
2024-09-07 00:10:00,noise_5,,20.877981413749442,
2024-09-07 00:20:00,noise_5,,20.827640814388403,
2024-09-07 00:30:00,noise_5,,21.0080828182918,
2024-09-07 00:40:00,noise_5,,20.87817959908245,
2024-09-07 00:50:00,noise_5,,21.34968640032772,
2024-09-07 01:00:00,noise_5,,21.63707834051093,
2024-09-07 01:10:00,noise_5,,21.744390867071836,
2024-09-07 01:20:00,noise_5,,22.044950732847315,
2024-09-07 01:30:00,noise_5,,21.80379582515122,
2024-09-07 01:40:00,noise_5,,22.23795585894751,
2024-09-07 01:50:00,noise_5,,22.23740881882326,
2024-09-07 02:00:00,noise_5,,22.51103634560789,
2024-09-07 02:10:00,noise_5,,22.00793972489438,
2024-09-07 02:20:00,noise_5,,21.75029713162166,
2024-09-07 02:30:00,noise_5,,21.642815365228053,
2024-09-07 02:40:00,noise_5,,21.750183894329112,
2024-09-07 02:50:00,noise_5,,22.263635913013033,
2024-09-07 03:00:00,noise_5,,21.9676510273603,
2024-09-07 03:10:00,noise_5,,22.054723967166638,
2024-09-07 03:20:00,noise_5,24.668870439039257,21.571101089281296,3.097769349757961
2024-09-07 03:30:00,noise_5,24.122036302418184,21.272695841746383,2.849340460671801
